   1 	    20.1089 
   2 	    29.5979 
   3 	    38.9644 
   4 	    48.3818 
   5 	    57.7089 
   6 	    67.0848 
   7 	    76.4689 
   8 	    85.8183 
   9 	    95.1756 
  10 	   104.6506 
  11 	   113.9494 
  12 	   123.3788 
  13 	   132.6150 
  14 	   142.0650 
  15 	   151.4774 
  16 	   160.8807 
  17 	   170.2638 
  18 	   179.6171 
  19 	   189.0274 
  20 	   198.4456 
  21 	   207.7786 
  22 	   217.1309 
  23 	   226.5322 
  24 	   235.8289 
  25 	   245.2656 
  26 	   254.6589 
