#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A362C4
#Date Time: 2024-12-02 09:39:24.117
#Sample rate: 3910.22Hz
#Samples: 8192
#Trigger: Source: Channel 1 Type: Edge Condition: Rising Level: 1 V Hyst.: Auto HoldOff: 0 s
#Channel 1: Range: 1 V/div Offset: -609 mV Attenuation: 1 X Sample Mode: Average
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Time (s),Channel 1 (V)
-1.397391364390692,0.6194043811085811
-1.397135624390692,0.6157427521715216
-1.396879884390692,0.6157427521715216
-1.396624144390692,0.6157427521715233
-1.396368404390692,0.6194043811085794
-1.396112664390692,0.6157427521715216
-1.395856924390692,0.6157427521715216
-1.395601184390692,0.6194043811085794
-1.395345444390692,0.6194043811085811
-1.395089704390692,0.6194043811085811
-1.394833964390692,0.6157427521715216
-1.394578224390692,0.6157427521715216
-1.394322484390692,0.6157427521715216
-1.394066744390692,0.6194043811085811
-1.393811004390692,0.6194043811085794
-1.393555264390692,0.6157427521715233
-1.393299524390692,0.6194043811085811
-1.393043784390692,0.6194043811085811
-1.392788044390692,0.6194043811085811
-1.392532304390692,0.6194043811085811
-1.392276564390692,0.6157427521715216
-1.392020824390692,0.6157427521715233
-1.391765084390692,0.6194043811085794
-1.391509344390692,0.6194043811085811
-1.391253604390692,0.6194043811085811
-1.390997864390692,0.6194043811085794
-1.390742124390692,0.6157427521715233
-1.390486384390692,0.6157427521715216
-1.390230644390692,0.6194043811085811
-1.389974904390692,0.6194043811085794
-1.389719164390692,0.6157427521715233
-1.389463424390692,0.6194043811085811
-1.389207684390692,0.6157427521715216
-1.388951944390692,0.6157427521715216
-1.388696204390692,0.6157427521715216
-1.388440464390692,0.6157427521715216
-1.388184724390692,0.6194043811085794
-1.387928984390692,0.6157427521715233
-1.387673244390692,0.6194043811085811
-1.387417504390692,0.6157427521715216
-1.387161764390692,0.6157427521715216
-1.386906024390692,0.6157427521715216
-1.386650284390692,0.6157427521715216
-1.386394544390692,0.6194043811085811
-1.386138804390692,0.6157427521715216
-1.385883064390692,0.6157427521715216
-1.385627324390692,0.6157427521715216
-1.385371584390692,0.6157427521715216
-1.385115844390692,0.6157427521715216
-1.384860104390692,0.6157427521715216
-1.384604364390692,0.6157427521715216
-1.384348624390692,0.6157427521715216
-1.384092884390692,0.6157427521715216
-1.383837144390692,0.6157427521715216
-1.383581404390692,0.6194043811085811
-1.383325664390692,0.6157427521715216
-1.383069924390692,0.6157427521715216
-1.382814184390692,0.6194043811085811
-1.382558444390692,0.6194043811085811
-1.382302704390692,0.6157427521715233
-1.382046964390692,0.6194043811085811
-1.381791224390692,0.6194043811085811
-1.381535484390692,0.6157427521715233
-1.381279744390692,0.6194043811085794
-1.381024004390692,0.6194043811085811
-1.380768264390692,0.6157427521715216
-1.380512524390692,0.6194043811085811
-1.380256784390692,0.6194043811085811
-1.380001044390692,0.6194043811085811
-1.379745304390692,0.6157427521715216
-1.379489564390692,0.6157427521715216
-1.379233824390692,0.6157427521715216
-1.378978084390692,0.6157427521715216
-1.378722344390692,0.6194043811085811
-1.378466604390692,0.6194043811085811
-1.378210864390692,0.6194043811085811
-1.377955124390692,0.6157427521715216
-1.377699384390692,0.6194043811085811
-1.377443644390692,0.6194043811085811
-1.377187904390692,0.6194043811085811
-1.376932164390692,0.6157427521715216
-1.376676424390692,0.6194043811085811
-1.376420684390692,0.6194043811085811
-1.376164944390692,0.6194043811085811
-1.375909204390692,0.6194043811085811
-1.375653464390692,0.6194043811085811
-1.375397724390692,0.6157427521715216
-1.375141984390692,0.6194043811085811
-1.374886244390692,0.6194043811085811
-1.374630504390692,0.6194043811085811
-1.374374764390692,0.6194043811085811
-1.374119024390692,0.6157427521715216
-1.373863284390692,0.6157427521715216
-1.373607544390692,0.6157427521715216
-1.373351804390692,0.6194043811085811
-1.373096064390692,0.6157427521715216
-1.372840324390692,0.6157427521715216
-1.372584584390692,0.6157427521715216
-1.372328844390692,0.6157427521715216
-1.372073104390692,0.6157427521715216
-1.371817364390692,0.6157427521715216
-1.371561624390692,0.6157427521715216
-1.371305884390692,0.6157427521715216
-1.371050144390692,0.6157427521715216
-1.370794404390692,0.6157427521715216
-1.370538664390692,0.6157427521715216
-1.370282924390692,0.6157427521715216
-1.370027184390692,0.6157427521715216
-1.369771444390692,0.6157427521715216
-1.369515704390692,0.6157427521715216
-1.369259964390692,0.6194043811085811
-1.369004224390692,0.6157427521715233
-1.368748484390692,0.6157427521715216
-1.368492744390692,0.6157427521715216
-1.368237004390692,0.6157427521715216
-1.367981264390692,0.6157427521715216
-1.367725524390692,0.6157427521715216
-1.367469784390692,0.6194043811085811
-1.367214044390692,0.6157427521715216
-1.366958304390692,0.6157427521715216
-1.366702564390692,0.6157427521715216
-1.366446824390692,0.6157427521715216
-1.366191084390692,0.6157427521715216
-1.365935344390692,0.6157427521715216
-1.365679604390692,0.6194043811085811
-1.365423864390692,0.6157427521715216
-1.365168124390692,0.6157427521715216
-1.364912384390692,0.6157427521715216
-1.364656644390692,0.6157427521715216
-1.364400904390692,0.6157427521715216
-1.364145164390692,0.6157427521715216
-1.363889424390692,0.6157427521715216
-1.363633684390692,0.6157427521715216
-1.363377944390692,0.6157427521715216
-1.363122204390692,0.6157427521715216
-1.362866464390692,0.6157427521715216
-1.362610724390692,0.6157427521715216
-1.362354984390692,0.6157427521715216
-1.362099244390692,0.6194043811085811
-1.361843504390692,0.6194043811085811
-1.361587764390692,0.6157427521715233
-1.361332024390692,0.6194043811085794
-1.361076284390692,0.6157427521715216
-1.360820544390692,0.6157427521715216
-1.360564804390692,0.6194043811085811
-1.360309064390692,0.6194043811085811
-1.360053324390692,0.6157427521715216
-1.359797584390692,0.6157427521715216
-1.359541844390692,0.6157427521715216
-1.359286104390692,0.6157427521715216
-1.359030364390692,0.6194043811085811
-1.358774624390692,0.6194043811085811
-1.358518884390692,0.6194043811085811
-1.358263144390692,0.6157427521715216
-1.358007404390692,0.6157427521715216
-1.357751664390692,0.6194043811085811
-1.357495924390692,0.6194043811085811
-1.357240184390692,0.6194043811085811
-1.356984444390692,0.6194043811085811
-1.356728704390692,0.6194043811085811
-1.356472964390692,0.6194043811085811
-1.356217224390692,0.6194043811085811
-1.355961484390692,0.6194043811085794
-1.355705744390692,0.6157427521715233
-1.355450004390692,0.6194043811085811
